yemen_unscaled,yemen_monthly,isPartial,scale,yemen
0,50.0,False,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
100,50.0,,0.5,50.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,50.0,,0.5,0.0
0,49.0,False,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
100,49.0,,0.49,49.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,49.0,,0.49,0.0
0,30.0,False,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
100,30.0,,0.3,30.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,30.0,,0.3,0.0
0,29.0,False,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
100,29.0,,0.29,28.999999999999996
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,29.0,,0.29,0.0
0,26.0,False,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
100,26.0,,0.26,26.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,False,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
100,26.0,,0.26,26.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,24.0,False,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
100,24.0,,0.24,24.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,76.0,False,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
68,76.0,,0.76,51.68
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
67,76.0,,0.76,50.92
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
100,76.0,,0.76,76.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
99,76.0,,0.76,75.24
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
0,76.0,,0.76,0.0
100,37.0,False,0.37,37.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
0,37.0,,0.37,0.0
93,37.0,,0.37,34.41
0,37.0,,0.37,0.0
0,16.0,False,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
100,16.0,,0.16,16.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,31.0,False,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
99,31.0,,0.31,30.69
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
100,31.0,,0.31,31.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,31.0,,0.31,0.0
0,17.0,False,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
100,17.0,,0.17,17.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,15.0,False,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
100,15.0,,0.15,15.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,False,0.15,0.0
100,15.0,,0.15,15.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,28.0,False,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
100,28.0,,0.28,28.000000000000004
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
92,28.0,,0.28,25.76
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,28.0,,0.28,0.0
0,14.0,False,0.14,0.0
100,14.0,,0.14,14.000000000000002
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,False,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
100,14.0,,0.14,14.000000000000002
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,14.0,,0.14,0.0
0,25.0,False,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
100,25.0,,0.25,25.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
100,25.0,,0.25,25.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,25.0,,0.25,0.0
0,11.0,False,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
100,11.0,,0.11,11.0
0,36.0,False,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
76,36.0,,0.36,27.36
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
100,36.0,,0.36,36.0
76,36.0,,0.36,27.36
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,12.0,False,0.12,0.0
0,12.0,,0.12,0.0
100,12.0,,0.12,12.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,12.0,,0.12,0.0
0,11.0,False,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
100,11.0,,0.11,11.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,20.0,False,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
100,20.0,,0.2,20.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
99,20.0,,0.2,19.8
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,11.0,False,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
100,11.0,,0.11,11.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,11.0,,0.11,0.0
0,80.0,False,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
72,80.0,,0.8,57.6
70,80.0,,0.8,56.0
98,80.0,,0.8,78.4
0,80.0,,0.8,0.0
100,80.0,,0.8,80.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
52,80.0,,0.8,41.6
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
0,80.0,,0.8,0.0
51,80.0,,0.8,40.800000000000004
0,10.0,False,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
100,10.0,,0.1,10.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,10.0,,0.1,0.0
0,9.0,False,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
100,9.0,,0.09,9.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
